id,category,subcategory,question,answer,keywords,audience,source_url,as_of
FIN-005,Money Basics,Exchange rate,How much is one US dollar worth in EC dollars?,"One US dollar is always worth EC$2.70. This is called a fixed exchange rate, or a peg, and it has stayed the same since 7 July 1976. That is why prices here do not jump around when the US dollar moves.",exchange rate|us dollar|peg|2.70|conversion,general,https://www.eccb-centralbank.org/,2025-07-07
FIN-006,Money Basics,Converting currency,How do I convert EC dollars to US dollars?,"To go from EC to US, divide by 2.70. To go from US to EC, multiply by 2.70. So EC$270 is US$100, and US$50 is EC$135. Practise with small amounts until it feels automatic.",convert|conversion|exchange|calculate|usd,student,https://www.eccb-centralbank.org/,2026-08-04
FIN-007,Money Basics,Banknotes,What EC dollar notes are there?,"There are five notes: EC$5, EC$10, EC$20, EC$50 and EC$100. They are all made of polymer, a thin flexible plastic, which makes them cleaner, safer and longer lasting than paper.",notes|banknotes|denominations|polymer|five ten twenty,child,https://www.eccb-centralbank.org/,2026-08-04
FIN-008,Money Basics,Coins,What EC dollar coins do we use?,"The coins you will see in everyday change are 5 cents, 10 cents, 25 cents and the EC$1 coin. One-cent and two-cent coins still exist but are no longer being made and are very rarely used.",coins|cents|change|25 cents|one dollar,child,https://www.eccb-centralbank.org/,2026-08-04
FIN-009,Money Basics,Polymer notes,Why are our banknotes made of plastic?,"Polymer notes last much longer than paper, survive getting wet, are harder to counterfeit and carry security features like a see-through holographic window. The Eastern Caribbean Central Bank rolled them out between 2019 and 2021.",polymer|plastic notes|security features|counterfeit|durable,student,https://www.eccb-centralbank.org/,2026-08-04
FIN-010,Money Basics,Spotting fake money,How can I tell if a banknote is real?,"Feel the polymer texture, tilt the note to see the colours shift in the security window, and check that the printing is sharp rather than blurry. If a note looks wrong, do not spend it. Take it to a bank or the police.",counterfeit|fake money|security|check note|forgery,general,https://www.eccb-centralbank.org/,2026-08-04
FIN-011,Money Basics,Cash vs digital,What is the difference between cash and digital money?,"Cash is the physical notes and coins in your hand. Digital money is the same value recorded electronically in a bank account, and you move it with a card, an app or a transfer. Both are real money, they are just stored differently.",cash|digital money|electronic|difference|card,child,internal:aspire-financial-education,2026-08-04
FIN-012,Money Basics,Price,What is a price?,A price is the amount of money someone asks for a good or a service. Prices are set by sellers and are influenced by what it costs to supply the item and how much people want it.,price|cost|how much|supply and demand,child,internal:aspire-financial-education,2026-08-04
FIN-013,Money Basics,Value vs price,Is the most expensive thing always the best?,"No. Price is what you pay, value is what you get. A cheaper item that lasts two years can be better value than an expensive one that breaks in three months. Always compare what you get for the money.",value|price|expensive|worth it|quality,student,internal:aspire-financial-education,2026-08-04
FIN-014,Money Basics,Income,What is income?,"Income is money coming in. It can be wages from a job, profit from a business, interest from savings, dividends from shares, or gifts and allowance. Income is the fuel for everything else you do with money.",income|earnings|money in|wages|revenue,student,internal:aspire-financial-education,2026-08-04
FIN-015,Money Basics,Expenses,What is an expense?,"An expense is money going out. Food, transport, phone data, school supplies and rent are all expenses. If your expenses are bigger than your income, you will run short every month.",expense|spending|money out|outgoings|costs,student,internal:aspire-financial-education,2026-08-04
FIN-016,Money Basics,Surplus and deficit,What does it mean to have a surplus or a deficit?,"A surplus is when your income is bigger than your expenses, so you have money left over to save or invest. A deficit is when your expenses are bigger than your income, so you have to borrow or dip into savings.",surplus|deficit|left over|shortfall|balance,student,internal:aspire-financial-education,2026-08-04
FIN-017,Money Basics,Where money comes from,Where does the money in my family come from?,"Most family money comes from work: a job, a business, farming, fishing, tourism or a trade. Some also comes from pensions, remittances sent by relatives abroad, or returns on savings and investments.",family money|work|jobs|remittances|income sources,child,internal:aspire-financial-education,2026-08-04
FIN-018,Money Basics,Inflation,What is inflation?,"Inflation means prices are rising over time, so the same EC$100 buys less than it did before. That is why leaving money doing nothing for years quietly loses you buying power.",inflation|prices rising|buying power|purchasing power|cost of living,student,internal:aspire-financial-education,2026-08-04
FIN-019,Money Basics,Inflation example,Can you give me an example of inflation?,"If a patty costs EC$5 today and prices rise 4 percent a year, in ten years that same patty costs about EC$7.40. Your money did not shrink, but what it can buy did.",inflation example|prices|ten years|patty|buying power,child,internal:aspire-financial-education,2026-08-04
FIN-020,Money Basics,Purchasing power,What is purchasing power?,Purchasing power is how much your money can actually buy. It falls when prices rise faster than your income. Saving in an account that pays interest and investing for the long term are two ways to protect it.,purchasing power|buying power|inflation|protect savings,student,internal:aspire-financial-education,2026-08-04
FIN-021,Money Basics,Opportunity cost,What is opportunity cost?,"Opportunity cost is what you give up when you choose one thing over another. If you spend EC$60 on a game, the opportunity cost is the sneakers, the savings deposit or the data plan you did not buy. Every choice has one.",opportunity cost|trade off|choices|give up|decision,student,internal:aspire-financial-education,2026-08-04
FIN-022,Money Basics,Scarcity,Why can't I have everything I want?,"Because resources are limited but wants are unlimited. Economists call this scarcity. It is the reason we all have to make choices and set priorities, no matter how much money we have.",scarcity|limited|choices|wants|economics,child,internal:aspire-financial-education,2026-08-04
FIN-023,Money Basics,Assets,What is an asset?,"An asset is something you own that has value and may earn you money or grow in value, like savings, shares, land, tools or a business. Assets work for you.",asset|own|value|wealth|property,student,internal:aspire-financial-education,2026-08-04
FIN-024,Money Basics,Liabilities,What is a liability?,"A liability is something you owe, like a loan, a credit card balance or unpaid bills. Liabilities take money away from you each month in repayments.",liability|debt|owe|loan|obligation,student,internal:aspire-financial-education,2026-08-04
FIN-025,Money Basics,Net worth,What is net worth?,"Net worth is everything you own minus everything you owe. If you have EC$3,000 in savings and owe EC$1,200 on a loan, your net worth is EC$1,800. Growing net worth over time is the real measure of financial progress.",net worth|assets minus liabilities|wealth|calculate,student,internal:aspire-financial-education,2026-08-04
FIN-026,Money Basics,Cash flow,What is cash flow?,"Cash flow is the timing of money moving in and out. You can be profitable on paper and still run short if your bills are due before your income arrives. Track when money arrives, not just how much.",cash flow|timing|money in out|liquidity,student,internal:aspire-financial-education,2026-08-04
FIN-027,Money Basics,Emergency money,Why should I always keep some money aside?,"Because life surprises you. A phone breaks, a bus fare goes up, a family member needs help. Money set aside for surprises stops a small problem from becoming a big one.",emergency|savings|surprises|rainy day|set aside,child,internal:aspire-financial-education,2026-08-04
FIN-028,Money Basics,Money and happiness,Does more money make you happy?,"Money removes stress and gives you options, but research consistently shows that beyond covering your needs, extra money adds less happiness than people expect. Skills, relationships and purpose matter too.",happiness|money and life|wellbeing|balance,student,internal:aspire-financial-education,2026-08-04
FIN-029,Money Basics,Financial literacy,What is financial literacy?,"Financial literacy is knowing how money works and being able to use that knowledge to make good decisions about earning, spending, saving, borrowing and investing. It is a skill, which means anyone can learn it.",financial literacy|meaning|definition|money skills,general,https://www.gpfi.org/publications/oecdinfe-core-competencies-framework-financial-literacy-youth,2026-08-04
FIN-030,Money Basics,Why learn this young,Why should young people learn about money?,"Research from the University of Cambridge in 2013 found that many core money habits are largely formed by about age seven. Starting early means you build good habits before bad ones set in, and you have decades for your savings to grow.",why learn|young|habits|age seven|early start,parent,https://www.moneyandpensionsservice.org.uk/,2013-05-01
